product_id,old_sku,new_sku,name
22269,,TZ-PCPA-THER-DCFE,"Thermalright SFX 650W / 850W Gold Modular ATX3.1+Gen5.1 Power Supply Unit"
22205,,TZ-MOTH-GIGA-D812,"GIGABYTE B840M/B850I/B850/B860 Intel and AMD B800 Series Motherboards"
22190,,TZ-MOTH-GIGA-423D,"GIGABYTE X870E/X870/Z890/Z890M Intel Z800 and AMD X800 Series Motherboards"
22156,,TZ-MOTH-GIGA-5EF5,"Gigabyte B850M GAMING X WIFI6E Motherboard"
22089,,TZ-CPUC-EVGA-6800,"EVGA CLC AIO 280mm cooler (AM4/AM5/LGA1200)"
21767,,TZ-CONS-NINT-1F29,"Nintendo Switch Pro Controller"
21616,,TZ-XBOX-XBOX-E9A3,"Xbox Wireless Controller Black / White"
21594,,TZ-READ-XMAS-D4B3,"XMAS SALE - RTX 4070 TI Ryzen 5 9600X 32GB 2TB Lian Li O11 Vision Black Gaming PC"
21587,,TZ-READ-XMAS-103E,"XMAS SALE - RTX 5070 Ryzen 7 7800X3D 32GB 1TB DeepCool CH 170 Plus Custom MATX Gaming Pc"
21580,,TZ-READ-XMAS-F75F,"XMAS SALE - RTX 5060 Ryzen 5 9600X 32GB 1TB Thermalright TL-M10 Vision Black MATX Gaming Pc"
21544,,TZ-READ-XMAS-F57F,"XMAS SALE - RTX 5060 Ryzen 5 7500X3D 16GB 1TB Jonsbo C6 Max Black / White Gaming MATX PC"
21537,,TZ-READ-XMAS-155C,"XMAS SALE - RTX 5060 Intel i5-14400F 16GB 1TB Jonsbo C6 Max Black / White MATX Gaming PC"
21529,,TZ-READ-XMAS-22B1,"XMAS SALE - RTX 5060 Intel Core Ultra 5 225F 16GB 1TB Custom Jonsbo C6 Max Black / White Matx Gaming Pc"
21521,,TZ-READ-XMAS-3659,"XMAS SALE - RTX 5070 Ryzen 7 7800X3D 32GB 1TB Deepcool CH160 Plus Black / White MATX Gaming PC"
21513,,TZ-READ-XMAS-50C9,"XMAS SALE - RTX 5060 Ryzen 5 9600X 32GB 1TB Deepcool Ch170 Black / White Gaming Mini ITX PC"
21503,,TZ-READ-XMAS-82CC,"XMAS SALE - RTX 5060 Ryzen 5 9600X 32GB 1TB Deepcool Ch170 Black / White Gaming Mini ITX PC"
21497,,TZ-READ-XMAS-7F6E,"XMAS SALE - RTX 5060 Ryzen 5 9600X 32GB 1TB Deepcool Ch160 Plus Black / White Gaming Mini ITX PC - Able to custom pc"
21491,,TZ-READ-XMAS-312F,"XMAS SALE - RTX 5060 Ryzen 5 9600X 16GB 1TB Jonsbo C6 Max White/Black Gaming MATX PC"
21460,,TZ-CASI-ROGA-9A2C,"ROG Ally / ROG Ally X Case"
21455,,TZ-CASI-LENO-9831,"Lenovo Legion Go Casing"
21392,,TZ-BRAN-STAR-0F93,"Star Wars: Squadrons"
21389,,TZ-BRAN-ROCK-3263,"Rock Band 4"
21387,,TZ-BRAN-ROCK-D930,"Rocket Arena"
21383,,TZ-BRAN-PANG-61FE,"Pang Adventures Buster Edition"
21381,,TZ-BRAN-PROJ-B625,"Project CARS 3"
21378,,TZ-BRAN-FINA-F38E,"Final Fantasy Type-0 HD"
21376,,TZ-BRAN-DEST-8117,"Destiny - The Collection"
21374,,TZ-BRAN-BURN-1D21,"Burnout™ Paradise Remastered"
21372,,TZ-BRAN-BORD-AEBD,"Borderlands 3"
21213,,TZ-CASI-JSAU-34C2,"JSAUX Steam Deck Protective Case"
21046,,TZ-BRAN-CUPH-5047,"Cuphead"
21038,,TZ-BRAN-TEEN-D4B0,"Teenage Mutant Ninja Turtles: Wrath of the Mutants"
21035,,TZ-BRAN-NARU-88AB,"NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS"
21034,,TZ-BRAN-CRAS-7FBD,"Crash Bandicoot 4: It's About Time"
21030,,TZ-BRAN-MARI-898A,"Mario &amp; Luigi: Brothership"
21031,,TZ-BRAN-KIRB-E50A,"Kirby's Return to Dream Land Deluxe"
21027,,TZ-BRAN-HOTW-DDC8,"Hot Wheels Unleashed 2: Turbocharged"
20632,,TZ-BRAN-BLAC-2746,"Black Myth: Wukong Deluxe Edition"
20325,,TZ-GEN-REPL-B76A,"Replacement Shell for 30th Anniversary Grey PlayStation Portal Case"
19701,,TZ-NINT-DRAG-FF0E,"Dragon Quest Builders"
19698,,TZ-NINT-DRAG-B5F6,"Dragon Quest Builders 2"
19696,,TZ-NINT-DRAG-5013,"Dragon Quest Monsters: The Dark Prince"
19690,,TZ-NINT-LOST-E0B6,"Lost Sphear"
19665,,TZ-NINT-MARI-6DEE,"Mario + Rabbids Kingdom Battle"
19662,,TZ-BRAN-SUPE-A1BA,"Super Mario Party Jamboree"
19660,,TZ-NINT-SUPE-40B1,"Super Mario RPG"
19654,,TZ-BRAN-UNKN-616F,"Unknown 9: Awakening"
19652,,TZ-BRAN-ASTR-C688,"ASTRO BOT"
19650,,TZ-BRAN-LITT-77C3,"Little Nightmares II"
19648,,TZ-BRAN-SILE-1B64,"SILENT HILL 2 Remake"
19646,,TZ-BRAN-THEL-330F,"The Last of Us Part II Remastered"
19643,,TZ-BRAN-F124-6235,"F1 24"
19596,,TZ-GEN-THEL-4D00,"The Legend of Zelda: Tears of the Kingdom Collector's Edition"
19593,,TZ-BRAN-FIRE-8825,"Fire Emblem Engage Divine Edition"
19554,,TZ-CONS-NINT-7D43,"Nintendo Switch Lite: Hyrule Edition"
19461,,TZ-BRAN-FARC-82FE,"Far Cry 6"
19458,,TZ-BRAN-DRAG-B831,"Dragon Ball Z: Kakarot"
19448,,TZ-BRAN-DEAD-55DE,"Dead Island 2 Pulp Edition"
19445,,TZ-PLAY-CYBE-DB50,"Cyberpunk 2077 Ultimate Edition"
19441,,TZ-BRAN-CYBE-02A3,"Cyberpunk 2077 Ultimate Edition"
19387,,TZ-CENT-INTE-FD3E,"Intel i5-14400F /i7-14700KF / i9-14900KF / i9-14900K / Core Ultra 7 265K / 265KF CPU Processor"
19321,,TZ-CHAI-SEAT-6AE6,"SeatZone G7 Ergonomic Office Best Gaming Chair Series"
19234,,TZ-CPUC-THER-DD14,"Thermalright Assassin X 120 REFINED SE ARGB CPU COOLER"
19163,,TZ-GEN-ASUS-B547,"ASUS ROG Swift OLED PG27AQDM"
19136,,TZ-BRAN-PS5T-ED9E,"PS5: Taiko no Tatsujin Rhythm Fest Game"
18854,,TZ-CASI-ASUS-D437,"Asus Rog Ally X Casing White / Black"
18614,,TZ-CONS-SONY-2046,"Sony Playstation PS5 Slim / Pro 30th Anniversary"
18193,,TZ-XBOX-1YEA-1E1B,"+1 Year Store Warranty Extension (XBOX)"
18108,,TZ-MOUS-RAZE-F01E,"Razer Orochi V2"
18074,,TZ-PREO-SEAG-5F4F,"Seagate Storage Expansion Card 1TB for Xbox Series X|S"
18013,,TZ-ACCE-LEXA-1AE7,"Lexar PLAY 512GB / 1TB microSDXC UHS-I-Card, Up To 160MB/s Read, Class 10 Micro SD Card"
17986,,TZ-CASI-MSIC-4D00,"MSI Claw Accessory Kit"
17982,,TZ-BRAN-DRAG-8F07,"DRAGON BALL: Sparking! ZERO"
17372,,TZ-ACCE-PS5C-B176,"PS5 Controller Dual Sense Astro Bot"
17259,,TZ-CONS-PLAY-08DB,"PlayStation 5 Pro / Slim/ PS5 Disc &amp; Digital 1TB / 2TB 🇸🇬 🇯🇵"
17132,,TZ-BRAN-NBA2-74E6,"NBA 2K25"
17127,,TZ-CONS-PS4P-E159,"PS4 Playstation 4 Dualshock Wireless Controller"
16896,,TZ-GADG-PICO-F089,"PICO 4 / Ultra / 128GB / 256GB "
16804,,TZ-SCRE-STEA-15B3,"Steam Deck Screen Protector for LCD &amp; OLED"
16796,,TZ-SCRE-LENO-5DAD,"Lenovo Legion Go Screen Protector"
16683,,TZ-PCFA-UPSI-B300,"UPSIREN Prism 4 Pro 120MM Fan"
16622,,TZ-VRGL-XREA-6B1D,"Xreal One Pro / Xreal Air 2 Ultra / Xreal One / Xreal Air 2 Pro / Xreal Beam Pro"
16529,,TZ-ACCE-JSAU-8913,"JSAUX USB C Docking Station 6-IN-1"
16361,,TZ-PCAC-CORS-035B,"Corsair ICUE Commander Core XT, Digital Fan Speed and RGB Lighting Controller,Black"
16249,,TZ-GADG-RAYB-16AA,"RayBan|Oakley Meta Wayfarer / Headliner / Skyler / Smart AI Glasses"
15841,,TZ-CPUC-DEEP-3D63,"Deepcool Assasin 4S White / Black"
15836,,TZ-CASE-DEEP-E3CA,"Deepcool CH160/CH160 PLUS Black/White"
15833,,TZ-POWE-THER-4517,"Thermalright SG Gold 650W / 850W Non Modular ATX 3.1 Black / White Power Supply Unit PSU"
15019,,TZ-WIFI-ASUS-3180,"Asus AX1800 RT-AX56U Dual Band Wifi Router"
15017,,TZ-WIFI-PROL-3BF9,"Prolink DL-7203E 4G LTE Mobile WiFi with LCD display with RJ45 LAN port/ Powerbank"
15015,,TZ-WIFI-PROL-C4CA,"Prolink PRT7011L 4G LTE WiFi 300Mbps Hotspot Travel Mobile Router Mini Wifi"
15013,,TZ-WIFI-PROL-661F,"Prolink PRN3006L 4G LTE WiFi Router w Voice landline"
14998,,TZ-MOUS-IMPE-BF5D,"Imperion Atmosphere RGB Gaming Mousepad"
14996,,TZ-PCAC-ATLA-3EE2,"Atlas VGA GPU Holder"
14985,,TZ-MOUS-LOGI-DBBA,"LOGITECH DESK MAT STUDIO LAVENDER"
14979,,TZ-MOUS-ASUS-DAC3,"ASUS TUF GAMING P1 MOUSEPAD"
14968,,TZ-MOUS-CORS-5220,"Corsair MM300 PRO GAMING MOUSEPAD"
14637,,TZ-PCAC-THER-9C74,"Thermal Grizzly Kryonaut, High Performance Thermal Paste"
14619,,TZ-CENT-RYZE-8F36,"Ryzen 5/7/9/ 7600X / 9600X / 7700X / 9700X / 7800X3D / 9800X3D / 9900X / 9950X3D CPU Processors"
14534,,TZ-PCAC-TECW-6EEF,"Tecware Omni Beam Neon LED Strip TWAC-OMNEON"
14532,,TZ-PCAC-TECW-FD5B,"Tecware Orbis LED Strip Magnetic"
14529,,TZ-ACCE-SAMS-BBFE,"Samsung EVO Plus SDXC UHS-I Card 512GB"
14524,,TZ-KEYB-LOGI-102F,"Logitech Slim Multi Device K580 Keyboard"
14522,,TZ-KEYB-LOGI-225F,"Logitech Craft Wireless Advanced Keyboard with Creative Input Dial"
14520,,TZ-KEYB-LOGI-5B6C,"Logitech K780 Multi-Device Keyboard"
14518,,TZ-KEYB-LOGI-0C47,"Logitech K750R Solar Ultra Slim Solar Powered Keyboard"
14514,,TZ-MOUS-LOGI-B3FC,"Logitech MX Master 3S (for Mac)"
14504,,TZ-KEYB-CORS-D09B,"Corsair K70 RGB MK.2 SE Rapid Fire Mechanical Gaming Wired Keybo"
14479,,TZ-PCFA-INWI-5D01,"InWin CROWN AC120"
14436,,TZ-PCAC-LIAN-60C7,"Lian Li Strimer Plus V2 8 Pin (PW8-PV2) - Addressable RGB VGA Power Cable-(No Controller Included)"
14434,,TZ-PCAC-CORS-42EE,"CORSAIR CL-8930002 RGB LED Lighting PRO Expansion Kit, Black"
14415,,TZ-PCFA-COOL-71C9,"Cooler Master Masterfan MF120 Halo 120mm Fan"
14402,,TZ-RAM-CRUC-9C6C,"Crucial 32GB DDR5 UDIMM CL46 5600MHz Desktop RAM CT32G56C46U5"
14388,,TZ-BRAN-LOST-B6BE,"Lost Judgment"
14384,,TZ-PLAY-WORL-A976,"World War Z"
14383,,TZ-PLAY-WWE2-4468,"WWE 2K16"
14382,,TZ-PLAY-UFC2-72AC,"UFC 2"
14381,,TZ-PLAY-THEL-686E,"The Last Guardian"
14380,,TZ-PLAY-THEE-12CA,"The Elder Scrolls Online: Elsweyr"
14379,,TZ-PLAY-STRE-80FF,"Street Fighter V"
14378,,TZ-PLAY-SEKI-2ABA,"Sekiro: Shadows Die Twice"
14377,,TZ-PLAY-SLEE-F40B,"Sleeping Dogs Definitive Edition"
14376,,TZ-PLAY-REDD-8FAD,"Red Dead Redemption II"
14375,,TZ-PLAY-OKAM-3C1B,"Okami HD Remastered"
14374,,TZ-PLAY-NIER-0B77,"Nier: Replicant"
14373,,TZ-PLAY-MANE-7CE5,"Maneater"
14372,,TZ-PLAY-MADM-D415,"Mad Max"
14371,,TZ-PLAY-MAFI-F3D3,"Mafia III"
14370,,TZ-PLAY-MARV-6920,"Marvel Vs Capcom: Infinite"
14369,,TZ-PLAY-MARV-0D54,"Marvel: Avengers"
14368,,TZ-PLAY-MONS-B926,"Monster Hunter: Iceborne Master Edition (Steel Book)"
14366,,TZ-PLAY-INJU-09A4,"Injustice 2"
14365,,TZ-PLAY-HACK-E1DE,"Hack// G. U. Last Recode"
14364,,TZ-PLAY-HARV-2052,"Harvest Moon: Light of Hope Special Edition"
14363,,TZ-PLAY-GRAN-1A91,"Grand Theft Auto 5"
14362,,TZ-PLAY-DEAT-6E95,"Death Mark: Spirit Hunter"
14360,,TZ-PLAY-DRAG-FC78,"Dragon Quest Heroes The World Tree's oe and the Blight Below"
14359,,TZ-PLAY-DARK-180E,"Darksiders Genesis"
14358,,TZ-PLAY-CYBP-FD71,"Cybperpunk 2077"
14357,,TZ-BRAN-VALK-904C,"Valkyria Revolution"
14355,,TZ-BRAN-TALE-6DD8,"Tales of Berseria"
14354,,TZ-BRAN-SPYR-88FF,"Spyro Reignited Trilogy"
14353,,TZ-BRAN-SACK-48C6,"Sackboy: A Big Adventure"
14352,,TZ-BRAN-PERS-D8F5,"Persona 5 Strikers"
14350,,TZ-PLAY-GODF-C376,"GodFall"
